start_date,Wind,Solar,Biomasse,Gas,Kohle,Öl,Geothermie,Pumpspeicher,Lauf..und.Schwellwasser,Speicher,Sonstige.Erneuerbare,Müll,Andere
2022-01-01,188732,2932,13212,9236.4,0,0,6.911999999999999,0,375559.2,22568,0,9600,2112
2022-01-02,31964,3600,13440,9063.2,0,0,6.911999999999999,0,360917.6,17518.8,0,9600,2112
2022-01-03,164612,2700,13056,90886,0,0,6.911999999999999,22014.4,316554,20571.6,0,9600,2112
2022-01-04,91260,2224,12924,146119.2,0,0,6.911999999999999,63674.4,306580.8,37345.6,0,9600,2112
2022-01-05,131072,1168,12152,95088,0,0,6.911999999999999,4308,308269.6,23322.8,0,9600,2112
2022-01-06,185656,3400,12160,136510,0,0,6.911999999999999,45556,300224.4,26957.6,0,9600,2112
2022-01-07,58148,4216,12204,146106.8,0,0,6.911999999999999,0,266406.8,19634,0,9600,2112
2022-01-08,39408,2768,12288,172055.2,0,0,6.911999999999999,0,244238.4,10408.8,0,9600,2112
2022-01-09,42424,2524,12288,133895.2,0,0,6.911999999999999,0,240501.2,17070.4,0,9600,2112
2022-01-10,110028,2644,11904,231032.4,0,0,6.911999999999999,76890.8,235098.4,46950.4,0,9600,2112
2022-01-11,218204,4064,11904,287220.4,0,0,6.911999999999999,0,221084.8,37504,0,9600,2112
2022-01-12,169228,4032,12288,251840,0,0,6.911999999999999,33574.4,213006.8,46452.4,0,9600,2112
2022-01-13,124608,3600,12496,245927.2,0,0,6.911999999999999,0,201628.8,28774.4,0,9600,2112
2022-01-14,210460,4652,12672,242609.6,0,0,6.911999999999999,46207.2,204494.8,42540.8,0,9600,2112
2022-01-15,82120,4176,12672,235337.6,0,0,6.911999999999999,63059.6,201129.2,36760,0,9600,2112
2022-01-16,81228,3896,12460,177048.8,0,0,6.911999999999999,5468.4,193536,28526,0,9600,2112
2022-01-17,258968,2908,12640,179497.6,0,0,6.911999999999999,9726,176224.4,33603.2,0,9600,2112
2022-01-18,170508,4192,12604,242192,0,0,6.911999999999999,71022.8,187354.4,51184.8,0,9600,2112
2022-01-19,34152,4724,12588,286130,0,0,6.911999999999999,53050,185201.2,29608.8,0,9600,2112
2022-01-20,196376,2992,12672,221508,0,0,6.911999999999999,0,168566.4,24410.8,0,9600,2112
2022-01-21,244064,4404,11904,227808,0,0,6.911999999999999,0,165456.4,25493.6,0,9600,2112
2022-01-22,178792,3276,12132,219294,0,0,6.911999999999999,37250,162312.4,43668,0,9600,2112
2022-01-23,77260,3696,12264,230268.8,0,0,6.911999999999999,15900.4,164369.2,30641.2,0,9600,2112
2022-01-24,4712,3964,11904,244928.4,0,0,6.911999999999999,140083.2,175900.4,65071.6,0,9600,2112
2022-01-25,48532,4388,11904,244855.6,0,0,6.911999999999999,146947.2,192948,67967.2,0,9600,2112
2022-01-26,96372,4968,11920,259657.2,0,0,6.911999999999999,117772.4,191723.6,52441.6,0,9600,2112
2022-01-27,115964,5052,11892,251704.8,0,0,6.911999999999999,8959.599999999999,183825.6,25152.4,0,9600,2112
2022-01-28,256996,3968,11904,248185.2,0,0,6.911999999999999,36022.8,170956.8,31159.2,0,9600,2112
2022-01-29,128504,3760,12008,192470,0,0,6.911999999999999,0,171508.8,21020.4,0,9600,2112
2022-01-30,267260,4932,12288,114388.8,0,0,6.911999999999999,0,187183.2,16794,0,9600,2112
2022-01-31,106484,2816,11856,280026.8,0,0,6.911999999999999,77097.2,188448.8,45436.8,0,9600,2112
2022-02-01,167540,3988,11740,328686.8,0,0,6.911999999999999,71992.4,201848.8,28735.2,0,9600,2112
2022-02-02,256200,4068,11732,302212.4,0,0,6.911999999999999,0,211944,21036.8,0,9600,2112
2022-02-03,136856,5188,11860,302128.8,0,0,6.911999999999999,0,219430.8,18435.6,0,9600,2112
2022-02-04,47816,5560,11892,316976.4,0,0,6.911999999999999,34610.8,214676.4,24433.6,0,9600,2112
2022-02-05,160484,6940,12012,182297.2,0,0,6.911999999999999,0,219237.2,13937.2,0,9600,2112
2022-02-06,109168,5792,12224,183200.4,0,0,6.911999999999999,0,206925.2,12376.8,0,9600,2112
2022-02-07,243720,4124,11904,257976.4,0,0,6.911999999999999,20941.2,230324.8,20517.6,0,9600,2112
2022-02-08,223372,6116,11904,200918.8,0,0,6.911999999999999,0,239732,14710.8,0,9600,2112
2022-02-09,91556,7120,12288,177126,0,0,6.911999999999999,88446.8,242759.6,32367.2,0,9600,2112
2022-02-10,28944,7240,12064,254837.6,0,0,6.911999999999999,138639.6,237486.8,38291.2,0,9600,2112
2022-02-11,138492,3740,11632,235012.8,0,0,6.911999999999999,83984.8,235017.6,25320,0,9600,2112
2022-02-12,88520,8280,11824,206084.8,0,0,6.911999999999999,0,224829.6,12852,0,9600,2112
2022-02-13,203712,9352,12024,85000,0,0,6.911999999999999,0,210257.2,10625.6,0,9600,2112
2022-02-14,139776,7764,11828,165861.6,0,0,6.911999999999999,79060,202016,31706.8,0,9600,2112
2022-02-15,17396,3004,12140,248951.2,0,0,6.911999999999999,114300.4,205774,45571.6,0,9600,2112
2022-02-16,102640,6724,12156,227761.6,0,0,6.911999999999999,61126,206884.8,34607.2,0,9600,2112
2022-02-17,223660,6456,11904,139380.4,0,0,6.911999999999999,0,247034.8,22964.8,0,9600,2112
2022-02-18,132848,7996,11904,135735.2,0,0,6.911999999999999,6290.8,300110.4,31857.2,0,9600,2112
2022-02-19,206784,8188,9324,84711.2,0,0,6.911999999999999,0,303542.4,17460.4,0,9600,2112
2022-02-20,133596,6960,8848,67659.6,0,0,6.911999999999999,0,284830.8,15238.8,0,9600,2112
2022-02-21,144712,5384,8576,120722.8,0,0,6.911999999999999,4061.5999999999995,270154,24082,0,9600,2112
2022-02-22,195404,6564,8448,150374.4,0,0,6.911999999999999,31761.6,254272,22828,0,9600,2112
2022-02-23,151676,8180,8516,188496.4,0,0,6.911999999999999,38387.2,255510.4,24416,0,9600,2112
2022-02-24,135488,9196,8492,106122.8,0,0,6.911999999999999,17818.4,256052.4,17398.8,0,9600,2112
2022-02-25,141404,7792,8752,72843.2,0,0,6.911999999999999,30172.4,245108.4,19333.6,0,9600,2112
2022-02-26,154316,7560,8800,154352.4,0,0,6.911999999999999,13878.4,227298.8,20143.2,0,9600,2112
2022-02-27,93468,10080,8896,119851.6,0,0,6.911999999999999,0,214409.6,11302,0,9600,2112
2022-02-28,142428,7456,8604,255842,0,0,6.911999999999999,62611.6,196932.8,22408.4,0,9600,2112
2022-03-01,47768,10264,8832,244158,0,0,6.911999999999999,98096.8,195472,33455.6,0,9600,2112
2022-03-02,68096,10320,8832,252521.2,0,0,6.911999999999999,125553.6,195886.8,30837.2,0,9600,2112
2022-03-03,60292,10712,8832,188469.2,0,0,6.911999999999999,149524.8,203529.2,44929.2,0,9600,2112
2022-03-04,110632,8772,8064,276498.8,0,0,6.911999999999999,104068,198829.2,38739.2,0,9600,2112
2022-03-05,42896,9792,7652,241814,0,0,6.911999999999999,34777.2,187123.6,31790.8,0,9600,2112
2022-03-06,60876,11456,7656,182782,0,0,6.911999999999999,0,176078.4,25995.2,0,9600,2112
2022-03-07,142224,10028,7320,235863.2,0,0,6.911999999999999,113991.2,180398.8,48898,0,9600,2112
2022-03-08,82380,11468,7164,208636.4,0,0,6.911999999999999,61610.8,176262.8,36127.2,0,9600,2112
2022-03-09,93632,12076,7296,237670,0,0,6.911999999999999,28630.8,176155.6,17226.4,0,9600,2112
2022-03-10,94156,11824,7428,228062,0,0,6.911999999999999,48811.6,164675.2,14569.2,0,9600,2112
2022-03-11,76600,12900,7324,219996.8,0,0,6.911999999999999,42623.6,158534,15502.4,0,9600,2112
2022-03-12,158056,14224,7680,172481.6,0,0,6.911999999999999,0,158891.2,9600.4,0,9600,2112
2022-03-13,184056,11360,7692,173416,0,0,6.911999999999999,0,157766,14097.6,0,9600,2112
2022-03-14,138084,9112,7296,222325.6,0,0,6.911999999999999,36910,163841.2,15722.8,0,9600,2112
2022-03-15,112072,7052,7576,263629.2,0,0,6.911999999999999,114369.6,170544.8,38027.6,0,9600,2112
2022-03-16,125968,6268,7600,189078.4,0,0,6.911999999999999,105339.2,199300.4,34556.4,0,9600,2112
2022-03-17,27400,9972,7600,267081.2,0,0,6.911999999999999,60571.2,214696.4,18712,0,9600,2112
2022-03-18,13260,9580,7612,261985.6,0,0,6.911999999999999,34730,210627.6,19567.6,0,9600,2112
2022-03-19,43556,10380,7620,229364,0,0,6.911999999999999,0,205812.8,14676.8,0,9600,2112
2022-03-20,126500,12928,7748,107404,0,0,6.911999999999999,0,217594,12290,0,9600,2112
2022-03-21,49164,11028,7204,180029.2,0,0,6.911999999999999,32097.600000000002,209876.4,30596.4,0,9600,2112
2022-03-22,10708,11104,7468,193100.4,0,0,6.911999999999999,53842.8,214981.2,40005.6,0,9600,2112
2022-03-23,9976,11404,7504,222915.2,0,0,6.911999999999999,66184.4,213958.8,36449.6,0,9600,2112
2022-03-24,45596,11400,7464,232061.2,0,0,6.911999999999999,90693.2,218292,36280,0,9600,2112
2022-03-25,15396,11832,7316,177102.4,0,0,6.911999999999999,69679.2,240011.6,27440.4,0,9600,2112
2022-03-26,40012,13592,7648,100154,0,0,6.911999999999999,0,262698,21225.6,0,9600,2112
2022-03-27,35044,12948,7316,106551.2,0,0,6.624,0,256398.8,20935.2,0,9200,2024
2022-03-28,10960,11560,7700,188916.4,0,0,6.911999999999999,19418,258576,36656.8,0,9600,2112
2022-03-29,50092,10744,7552,167802.8,0,0,6.911999999999999,90684.8,271384,42777.2,0,9600,2112
2022-03-30,44316,7424,7588,216202.4,0,0,6.911999999999999,123793.2,268004.8,55208.8,0,9600,2112
2022-03-31,45464,2860,7484,108647.2,0,0,6.911999999999999,66852.8,278695.6,38423.6,0,9600,2112
2022-04-01,172396,5592,5776,105909.6,0,0,6.911999999999999,0,257690.8,26032.4,0,9600,2112
2022-04-02,197204,6260,7300,78987.2,0,0,6.911999999999999,0,245099.2,29246.8,0,9600,2112
2022-04-03,175480,8212,7404,98101.2,0,0,6.911999999999999,0,233935.2,18740.4,0,9600,2112
2022-04-04,72316,11468,5924,152391.2,0,0,6.911999999999999,0,222251.2,22196.4,0,9600,2112
2022-04-05,150316,8668,5948,129551.6,0,0,6.911999999999999,88651.6,219942.4,27251.2,0,9600,2112
2022-04-06,80676,11544,4452,102744.8,0,0,6.911999999999999,0,271261.2,10924.8,0,9600,2112
2022-04-07,99040,11136,4724,130757.2,0,0,6.911999999999999,0,300854.8,15515.2,0,9600,2112
2022-04-08,167412,9244,4676,63780,0,0,6.911999999999999,77556.40000000001,318034,27935.6,0,9600,2112
2022-04-09,181072,7744,4920,4916.8,0,0,6.911999999999999,0,379319.2,26087.6,0,9600,2112
2022-04-10,161480,12220,4844,21673.6,0,0,6.911999999999999,0,352616,20450.8,0,9600,2112
2022-04-11,40072,12904,4672,116794,0,0,6.911999999999999,97099.2,321114,35945.2,0,9600,2112
2022-04-12,51252,13304,4724,157039.6,0,0,6.911999999999999,41653.6,303654.8,25958.4,0,9600,2112
2022-04-13,124168,13640,4668,131262.8,0,0,6.911999999999999,116084,308193.2,49637.2,0,9600,2112
2022-04-14,147368,11300,4596,75002.4,0,0,6.911999999999999,124131.6,337278.4,46227.6,0,9600,2112
2022-04-15,74572,7304,4844,41119.2,0,0,6.911999999999999,60530.8,389808,43409.6,0,9600,2112
2022-04-16,218240,11000,4808,57346,0,0,6.911999999999999,0,372140,29531.6,0,9600,2112
2022-04-17,131804,14928,4864,58232.4,0,0,6.911999999999999,0,354718.4,21766.4,0,9600,2112
2022-04-18,39308,12568,4964,83403.6,0,0,6.911999999999999,0,303082,26688,0,9600,2112
2022-04-19,16428,6264,4752,186110,0,0,6.911999999999999,112801.2,263956.4,43824.4,0,9600,2112
2022-04-20,25140,12060,4852,190252.8,0,0,6.911999999999999,124712,271487.2,48607.2,0,9600,2112
2022-04-21,19284,11996,4464,141174,0,0,6.911999999999999,131482,276060.4,58154,0,9600,2112
2022-04-22,65908,4988,4748,117597.6,0,0,6.911999999999999,89991.2,270980.4,33869.2,0,9600,2112
2022-04-23,24296,8616,4608,138513.6,0,0,6.911999999999999,0,267791.2,25041.6,0,9600,2112
2022-04-24,143296,11892,4596,16663.6,0,0,6.911999999999999,0,276989.6,27061.6,0,9600,2112
2022-04-25,97820,8948,4096,114845.6,0,0,6.911999999999999,91822.4,282414.8,57297.6,0,9600,2112
2022-04-26,16000,7124,4256,144877.6,0,0,6.911999999999999,80956,293828.8,62425.6,0,9600,2112
2022-04-27,120908,7844,4608,138867.2,0,0,6.911999999999999,90442.8,321614,45925.2,0,9600,2112
2022-04-28,128132,11784,4284,114391.6,0,0,6.911999999999999,104015.6,306531.2,41541.2,0,9600,2112
2022-04-29,20448,12828,4608,128342,0,0,6.911999999999999,80130.8,303363.6,45331.6,0,9600,2112
2022-04-30,15460,13332,4728,49436,0,0,6.911999999999999,0,316594.8,36918.8,0,9600,2112
2022-05-01,22160,10752,4608,44683.2,0,0,6.911999999999999,0,310042.4,26996,0,9600,2112
2022-05-02,12944,9144,4224,125347.2,0,0,6.911999999999999,5552,300904,41072.4,0,9600,2112
2022-05-03,16256,11604,4180,135596.8,0,0,6.911999999999999,8445.6,301201.2,54672.8,0,9600,2112
2022-05-04,13892,8756,2696,148318.8,0,0,6.911999999999999,57109.6,311245.2,67039.6,0,9600,2112
2022-05-05,7464,9172,2484,137848.4,0,0,6.911999999999999,59183.2,335474,80822.4,0,9600,2112
2022-05-06,31120,6996,2408,127793.2,0,0,6.911999999999999,54024.8,334066,78356.8,0,9600,2112
2022-05-07,38392,5608,2688,43552,0,0,6.911999999999999,0,372656,55431.2,0,9600,2112
2022-05-08,7704,8752,3008,33328,0,0,6.911999999999999,0,397791.6,43658.8,0,9600,2112
2022-05-09,24536,9136,2688,110778.8,0,0,6.911999999999999,55480,377859.2,64643.6,0,9600,2112
2022-05-10,5416,10228,2692,61032,0,0,6.911999999999999,48732.4,393689.6,54226,0,9600,2112
2022-05-11,37336,10648,2688,49954,0,0,6.911999999999999,14512,391717.2,52118,0,9600,2112
2022-05-12,81916,9964,2688,103246,0,0,6.911999999999999,23971.2,380567.6,69635.2,0,9600,2112
2022-05-13,101008,9384,2688,121384,0,0,6.911999999999999,29192.399999999998,408853.2,65401.2,0,9600,2112
2022-05-14,62296,15612,2768,22510,0,0,6.911999999999999,0,453922.4,50442,0,9600,2112
2022-05-15,8472,16784,2336,2275.2,0,0,6.911999999999999,0,456440.4,50934.4,0,9600,2112
2022-05-16,17852,11396,2304,58414,0,0,6.911999999999999,94858.8,420473.2,71876.8,0,9600,2112
2022-05-17,150604,11320,2304,128659.6,0,0,6.911999999999999,93982.8,437344,76882.8,0,9600,2112
2022-05-18,39320,13100,2304,96211.2,0,0,6.911999999999999,70474.4,437692,66181.2,0,9600,2112
2022-05-19,140716,14364,2304,91651.6,0,0,6.911999999999999,78940.8,425974,69627.2,0,9600,2112
2022-05-20,55492,13972,2304,87346.8,0,0,6.911999999999999,51713.6,430762.8,71888.8,0,9600,2112
2022-05-21,153452,14988,2452,2786.8,0,0,6.911999999999999,0,483677.6,56908.8,0,9600,2112
2022-05-22,43144,17372,2624,23864.8,0,0,6.911999999999999,0,477320,52982.8,0,9600,2112
2022-05-23,52388,12744,2304,106786.8,0,0,6.911999999999999,11970,421784,63990.8,0,9600,2112
2022-05-24,44632,7796,2304,100819.6,0,0,6.911999999999999,76324.8,453122.4,75397.6,0,9600,2112
2022-05-25,48776,6444,2304,83745.2,0,0,6.911999999999999,12862.800000000001,494008.4,67997.6,0,9600,2112
2022-05-26,52148,14404,2528,35142.4,0,0,6.911999999999999,0,497612,42836.4,0,9600,2112
2022-05-27,122264,14280,2240,34488.4,0,0,6.911999999999999,0,456020.8,38343.2,0,9600,2112
2022-05-28,81736,14096,2408,68926,0,0,6.911999999999999,0,411672.4,41332,0,9600,2112
2022-05-29,16360,10164,2576,15551.6,0,0,6.911999999999999,0,397213.6,49481.6,0,9600,2112
2022-05-30,16372,11840,2304,83277.6,0,0,6.911999999999999,98864,361632.8,89483.2,0,9600,2112
2022-05-31,60108,13720,2304,96493.2,0,0,6.911999999999999,74584.8,351997.2,85358.4,0,9600,2112
2022-06-01,39216,12584,2588,22337.2,0,0,6.911999999999999,80592.8,360551.6,91380,0,9600,2112
2022-06-02,25712,11372,2520,54144.8,0,0,6.911999999999999,0,380484.4,66030.4,0,9600,2112
2022-06-03,77640,12220,2568,13638.4,0,0,6.911999999999999,35.99999999999987,396502.4,69322,0,9600,2112
2022-06-04,49856,14716,2688,36235.6,0,0,6.911999999999999,0,426072.4,52577.6,0,9600,2112
2022-06-05,56608,14472,2732,38.400000000000006,0,0,6.911999999999999,0,411132.8,49699.6,0,9600,2112
2022-06-06,27568,14968,2648,38.400000000000006,0,0,6.911999999999999,0,464356.4,45418.8,0,9600,2112
2022-06-07,57688,7004,2304,19177.2,0,0,6.911999999999999,59539.6,432906.8,73474,0,9600,2112
2022-06-08,44732,11432,2304,16564,0,0,6.911999999999999,117929.2,473596.8,90280.8,0,9600,2112
2022-06-09,130300,5556,2304,38.400000000000006,0,0,6.911999999999999,77610,456074.4,79903.6,0,9600,2112
2022-06-10,221736,7220,2304,1200.8,0,0,6.911999999999999,49027.6,487513.2,62358.4,0,9600,2112
2022-06-11,121264,16040,2400,2370,0,0,6.911999999999999,0,502366.4,53821.2,0,9600,2112
2022-06-12,37220,16968,2624,38.400000000000006,0,0,6.911999999999999,0,458928.8,52549.6,0,9600,2112
2022-06-13,67604,11744,1984,38.400000000000006,0,0,6.911999999999999,52284.4,408771.2,74690,0,9600,2112
2022-06-14,36488,13232,2188,38,0,0,6.911999999999999,108759.2,402600,78600,0,9600,2112
2022-06-15,13300,13644,2208,15346,0,0,6.911999999999999,122741.2,374969.6,95365.2,0,9600,2112
2022-06-16,45008,14300,2404,38.400000000000006,0,0,6.911999999999999,78116.8,362773.6,92741.6,0,9600,2112
2022-06-17,68920,13920,2304,38.400000000000006,0,0,6.911999999999999,117482.4,381614.4,89013.6,0,9600,2112
2022-06-18,21500,16684,2324,23985.2,0,0,6.911999999999999,0,351908.4,62396.8,0,9600,2112
2022-06-19,172972,17268,2584,38.400000000000006,0,0,6.911999999999999,0,322055.6,52467.2,0,9600,2112
2022-06-20,66036,11948,2304,22400.8,0,0,6.911999999999999,158060,292359.2,100237.2,0,9600,2112
2022-06-21,73940,12812,2304,38.400000000000006,0,0,6.911999999999999,84799.2,314889.6,91038.4,0,9600,2112
2022-06-22,5480,11580,2304,31398.4,0,0,6.911999999999999,105721.6,297355.2,96563.6,0,9600,2112
2022-06-23,11180,13516,2252,73863.2,0,0,6.911999999999999,72403.6,313152,75310,0,9600,2112
2022-06-24,108500,10864,2296,4209.2,0,0,6.911999999999999,10316,339100,78100.8,0,9600,2112
2022-06-25,75740,15228,2372,38.400000000000006,0,0,6.911999999999999,0,378983.6,50180.8,0,9600,2112
2022-06-26,4076,18648,2328,0,0,0,6.911999999999999,0,336969.2,60374,0,9600,2112
2022-06-27,91212,14804,2688,21324,0,0,6.911999999999999,44947.6,291767.2,69332,0,9600,2112
2022-06-28,66628,12560,2740,34770.8,0,0,6.911999999999999,83061.6,307383.2,81054.8,0,9600,2112
2022-06-29,47412,12692,2700,53052.4,0,0,6.911999999999999,0,372740,60010.8,0,9600,2112
2022-06-30,44772,13980,2688,70515.6,0,0,6.911999999999999,59693.2,419138.8,68685.2,0,9600,2112
2022-07-01,72760,13004,2216,6469.6,0,0,6.911999999999999,45968,401598.8,70372.8,0,9600,2112
2022-07-02,120560,19148,2260,38.400000000000006,0,0,6.911999999999999,0,423267.2,48410,0,9600,2112
2022-07-03,12636,18684,2304,38.400000000000006,0,0,6.911999999999999,0,379914.8,42888.8,0,9600,2112
2022-07-04,26344,9532,2132,32542.4,0,0,6.911999999999999,70539.2,315436.8,69271.2,0,9600,2112
2022-07-05,73924,8860,2304,19188.4,0,0,6.911999999999999,78386.8,364974.8,65144.8,0,9600,2112
2022-07-06,54440,13692,2304,53004.8,0,0,6.911999999999999,54032.8,368357.2,63292.8,0,9600,2112
2022-07-07,82908,11444,2288,80942.4,0,0,6.911999999999999,0,319876,50326,0,9600,2112
2022-07-08,198456,12028,2208,51890.8,0,0,6.911999999999999,0,403408,52268.8,0,9600,2112
2022-07-09,136280,15888,2304,0,0,0,6.911999999999999,0,425004,35934.4,0,9600,2112
2022-07-10,143404,14632,2312,0,0,0,6.911999999999999,0,346436.8,37638,0,9600,2112
2022-07-11,71752,12756,2304,0,0,0,6.911999999999999,112214.8,325953.6,76567.2,0,9600,2112
2022-07-12,52864,13380,2304,0,0,0,6.911999999999999,124160,305968.8,82322.8,0,9600,2112
2022-07-13,104152,15588,2304,0,0,0,6.911999999999999,9305.6,305790.4,64284,0,9600,2112
2022-07-14,41240,14516,2272,25201.2,0,0,6.911999999999999,39865.2,284023.2,75874,0,9600,2112
2022-07-15,102956,14932,2304,15008.8,0,0,6.911999999999999,32454.4,273058.4,61394.8,0,9600,2112
2022-07-16,54788,19920,2476,0,0,0,6.911999999999999,0,281114.4,40250,0,9600,2112
2022-07-17,21292,22512,2624,0,0,0,6.911999999999999,0,255752.4,47797.2,0,9600,2112
2022-07-18,1868,17448,2304,0,0,0,6.911999999999999,128917.6,226073.2,83076,0,9600,2112
2022-07-19,2852,17300,2152,34188.4,0,0,6.911999999999999,81204,235068,76738.4,0,9600,2112
2022-07-20,24648,15088,2232,45031.6,0,0,6.911999999999999,55154.4,231018.4,78526.4,0,9600,2112
2022-07-21,32752,13356,2012,52792.4,0,0,6.911999999999999,89743.6,230404.4,81981.2,0,9600,2112
2022-07-22,47684,14996,1968,64615.2,0,0,6.911999999999999,47518.8,253542,73380.4,0,9600,2112
2022-07-23,52952,13676,2304,11931.2,0,0,6.911999999999999,0,262470,70046.8,0,9600,2112
2022-07-24,51928,16104,2304,19558,0,0,6.911999999999999,0,266278.4,49738.4,0,9600,2112
2022-07-25,46560,14652,2000,35216.8,0,0,6.911999999999999,99960,214408.4,66688.4,0,9600,2112
2022-07-26,79592,8124,1968,103676.4,0,0,6.911999999999999,74985.6,261187.6,68350.4,0,9600,2112
2022-07-27,13396,11976,1960,87264.4,0,0,6.911999999999999,55064,265478,74256,0,9600,2112
2022-07-28,27484,13500,2024,68372,0,0,6.911999999999999,23585.2,262031.6,84286,0,9600,2112
2022-07-29,26760,13044,1928,66789.6,0,0,6.911999999999999,0,270803.2,80509.6,0,9600,2112
2022-07-30,83712,11160,2224,6350,0,0,6.911999999999999,0,355455.6,58918,0,9600,2112
2022-07-31,184404,16552,2032,38.400000000000006,0,0,6.911999999999999,0,332156.4,52522,0,9600,2112
2022-08-01,17240,11564,1536,38.400000000000006,0,0,6.911999999999999,45903.6,292115.6,82024,0,9600,2112
2022-08-02,25520,11020,1536,45858.4,0,0,6.911999999999999,21165.6,270776.4,68701.2,0,9600,2112
2022-08-03,432,13412,1492,41480.8,0,0,6.911999999999999,35961.200000000004,266398.8,79030,0,9600,2112
2022-08-04,8264,13224,1500,59194.4,0,0,6.911999999999999,63140,253658,74123.6,0,9600,2112
2022-08-05,23176,12528,1512,6356.4,0,0,6.911999999999999,71172.4,241740,70894.4,0,9600,2112
2022-08-06,191592,9064,1152,293.6,0,0,6.911999999999999,0,252488.8,40176.4,0,9600,2112
2022-08-07,105220,13308,1152,38.400000000000006,0,0,6.911999999999999,0,243617.2,43290.4,0,9600,2112
2022-08-08,24028,9132,1152,30939.2,0,0,6.911999999999999,24230.4,266522.8,73887.6,0,9600,2112
2022-08-09,107504,13340,1152,54957.6,0,0,6.911999999999999,4675.600000000001,263995.2,65421.6,0,9600,2112
2022-08-10,66468,12744,0,51367.6,0,0,6.911999999999999,0,237574.8,72808.8,0,9600,2112
2022-08-11,41092,12636,1152,19880.8,0,0,6.911999999999999,158580.4,217434.4,86998.4,0,9600,2112
2022-08-12,20256,11376,1152,23893.2,0,0,6.911999999999999,151453.6,235256,89747.6,0,9600,2112
2022-08-13,56820,14556,1444,38.400000000000006,0,0,6.911999999999999,34731.2,226300.8,83338,0,9600,2112
2022-08-14,27588,14512,1328,28452,0,0,6.911999999999999,0,208914.4,70657.6,0,9600,2112
2022-08-15,9452,14528,1152,38.400000000000006,0,0,6.911999999999999,20936,214854.8,89711.6,0,9600,2112
2022-08-16,56220,12604,1152,58972,0,0,6.911999999999999,89842,213473.2,104768,0,9600,2112
2022-08-17,6764,14052,1152,33968.8,0,0,6.911999999999999,91446,213029.6,95675.2,0,9600,2112
2022-08-18,25184,12320,1152,42403.2,0,0,6.911999999999999,91626.8,201423.2,93922.4,0,9600,2112
2022-08-19,24552,9000,1152,73049.2,0,0,6.911999999999999,22207.2,216182.8,74049.6,0,9600,2112
2022-08-20,96284,9304,1152,610.4,0,0,6.911999999999999,0,254692,83652.8,0,9600,2112
2022-08-21,208076,6916,1136,0,0,0,6.911999999999999,0,360620.8,57960.4,0,9600,2112
2022-08-22,204660,4768,1920,0,0,0,6.911999999999999,68036,350144,77960.8,0,9600,2112
2022-08-23,109956,6608,2004,31077.6,0,0,6.911999999999999,119282,285610.8,78620,0,9600,2112
2022-08-24,95040,11168,1920,53523.2,0,0,6.911999999999999,33972.8,278793.6,69628,0,9600,2112
2022-08-25,5140,11032,1920,36164.8,0,0,6.911999999999999,74813.6,227054.4,71131.6,0,9600,2112
2022-08-26,2484,11996,1152,49518,0,0,6.911999999999999,94044.8,228760.8,87055.6,0,9600,2112
2022-08-27,28568,10452,1456,1490.4,0,0,6.911999999999999,0,262390.4,52384,0,9600,2112
2022-08-28,33004,8332,1536,0,0,0,6.911999999999999,0,302794.8,27034.8,0,9600,2112
2022-08-29,33132,1736,588,0,0,0,2.952,0,129087.59999999999,8204.8,0,4100,902
